Year,Surveyor,Site.Code,Ownership,Territory.Age,Territory.Search.Time,Territory.Search.Effort,Number.of.Visits,Grid.Reference,Latitude,Longitude,County,Birds.Present,Age.of.Female,Age.of.Male,Nest.Built.Up.,Nest.Tree.Species,Nest.Height..m.,Eggs.laid.,Number.of.Eggs,Eggs.hatched.,Number.of.Eggs.Hatched,Young.chicks.fail.,Chicks.ringed.,Number.of.chicks.ringed,Fledged.,When.did.you.check.fledging.,Number.of.Chicks.Fledged,S.Petty.Breeding.Code,Dominant.Surrounding.Habitat,Reasons.for.Nest.Failure,Comments,S.Petty_F,Breeding.Success,Altitude
2002,A,,State,22,22,No,NA,NY778995,55.289115,-2.3511,NBLD,BP,U,U,Yes,NA,NA,No,0,NA,NA,NA,NA,NA,NA,NA,NA,3,Plantation,NA,NA,3,0,258
2003,A,,State,23,23,No,NA,NY778995,55.289115,-2.3511,NBLD,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,No,0,Yes,NA,2,7,Plantation,NA,NA,7,1,258
2004,A,,State,24,24,No,NA,NY778995,55.289115,-2.3511,NBLD,BP,U,U,Yes,NA,NA,Yes,1,Yes,1,No,No,0,Yes,NA,1,7,Plantation,NA,NA,7,1,258
2005,A,,State,25,25,No,NA,NY778995,55.289115,-2.3511,NBLD,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,No,0,Yes,NA,2,7,Plantation,NA,NA,7,1,258
2006,A,,State,26,26,No,NA,NY779992,55.286424,-2.3495018,NBLD,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,No,0,Yes,NA,2,7,Plantation,NA,NA,7,1,290
2007,A,,State,27,27,No,NA,NY779992,55.286424,-2.3495018,NBLD,BP,U,U,Yes,NA,NA,Yes,NA,Yes,NA,Yes,NA,NA,NA,NA,NA,5,Plantation,NA,NA,5,0,290
2008,A,,State,28,28,No,NA,NY779992,55.286424,-2.3495018,NBLD,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,Yes,2,Yes,At ringing,2,7,Plantation,NA,NA,7,1,290
2009,A,,State,29,29,No,NA,NY779998,55.291815,-2.3495492,NBLD,BP,U,U,Yes,NA,NA,No,0,NA,NA,NA,NA,NA,NA,NA,NA,3,Plantation,NA,NA,3,0,248
2010,A,,State,30,30,No,NA,NY772998,55.291783,-2.3605717,NBLD,BP,U,U,Yes,NA,NA,No,0,NA,NA,NA,NA,NA,NA,NA,NA,3,Plantation,NA,NA,3,0,262
2011,A,,State,31,31,No,NA,NY769988,55.282784,-2.365213,NBLD,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,Yes,2,Yes,At ringing,2,7,Plantation,NA,NA,7,1,337
2012,A,,State,32,32,No,3,NY742993,55.287142,-2.4077645,NBLD,BP,U,U,Yes,Sitka,30,Yes,NA,Yes,NA,No,Yes,2,Yes,At ringing,2,7,Plantation,NA,NA,7,1,350
2013,A,,State,33,33,No,3,NY742993,55.287142,-2.4077645,NBLD,BP,U,U,Yes,Sitka,30,Yes,NA,Yes,NA,No,Yes,2,Yes,At ringing,2,7,Plantation,NA,Yes,7,1,350
2014,A,,State,34,34,No,3,NY742993,55.287142,-2.4077645,NBLD,BP,U,U,Yes,Sitka,18,Yes,NA,Yes,NA,No,No,0,Yes,Specific check for fledging,2,7,Plantation,NA,NA,7,1,350
2015,A,,State,35,35,No,3,NY742993,55.287142,-2.4077645,NBLD,BP,U,A,Yes,Sitka,18,Yes,NA,Yes,NA,No,Yes,2,Yes,At ringing,2,7,Plantation,NA,NA,7,1,350
2016,A,,State,36,36,No,2,NY742993,55.287142,-2.4077645,NBLD,BP,U,U,Yes,Sitka,18,Yes,NA,Yes,NA,No,No,0,Yes,Specific check for fledging,2,7,Plantation,NA,NA,7,1,350
2017,A,,State,37,37,No,5,NY742993,55.287142,-2.4077645,NBLD,BP,U,U,Yes,Sitka,18,Yes,NA,Yes,NA,No,Yes,2,Yes,At ringing,2,7,Plantation,NA,NA,7,1,350
2018,A,,State,38,38,No,1,NY76789911,55.285564,-2.3671279,NBLD,BP,U,U,Yes,Larch,12,Yes,NA,Yes,NA,No,No,0,Yes,Specific check for fledging,2,7,Plantation,NA,NA,7,1,361
2019,A,,State,39,39,No,2,NY76789911,55.285564,-2.3671279,NBLD,BP,U,U,Yes,Larch,12,Yes,NA,Yes,NA,No,No,0,Yes,Specific check for fledging,2,7,Plantation,NA,NA,7,1,361
2008,D,,State,1,1,Yes,NA,NT584045,55.33278,-2.6572918,SCBO,BP,U,U,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,1,Yes,At ringing,1,7,Plantation,NA,NA,7,1,320
2009,D,,State,2,2,Yes,3,NT584047,55.334577,-2.6573216,SCBO,BP,U,U,Yes,NA,NA,Yes,NA,Yes,NA,No,No,0,Yes,Specific check for fledging,3,7,Plantation,NA,NA,7,1,312
2010,D,,State,3,3,Yes,4,NT584047,55.334577,-2.6573216,SCBO,BP,A,A,Yes,NA,NA,Yes,4,Yes,3,No,Yes,2,Yes,At ringing,2,7,Plantation,NA,NA,7,1,312
2011,D,,State,4,4,Yes,3,NT583045,55.332772,-2.658868,SCBO,BP,A,A,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,3,Yes,At ringing,3,7,Plantation,NA,NA,7,1,336
2012,D,,State,5,5,Yes,3,NT583045,55.332772,-2.658868,SCBO,BP,A,A,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,1,Yes,At ringing,1,7,Plantation,NA,NA,7,1,336
2013,D,,State,6,6,Yes,3,NT583045,55.332772,-2.658868,SCBO,BP,A,A,Yes,NA,NA,Yes,2,Yes,NA,No,Yes,1,Yes,At ringing,1,7,Plantation,NA,NA,7,1,336
2014,D,,State,7,7,Yes,4,NT583045,55.332772,-2.658868,SCBO,BP,A,A,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,3,Yes,At ringing,3,7,Plantation,NA,NA,7,1,336
2015,D,,State,8,8,Yes,3,NT583045,55.332772,-2.658868,SCBO,BP,A,A,Yes,NA,NA,Yes,2,Yes,2,No,Yes,2,Yes,At ringing,2,7,Plantation,NA,NA,7,1,336
2016,D,,State,9,9,Yes,2,NT583045,55.332772,-2.658868,SCBO,BP,A,A,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,1,Yes,At ringing,1,7,Plantation,NA,NA,7,1,336
2017,D,,State,10,10,Yes,2,NT583045,55.332772,-2.658868,SCBO,BP,A,A,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,1,Yes,At ringing,1,7,Plantation,NA,NA,7,1,336
2018,D,,State,11,11,Yes,1,NT583045,55.332772,-2.658868,SCBO,BP,A,A,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,1,Yes,At ringing,1,7,Plantation,NA,NA,7,1,336
2019,D,,State,12,12,Yes,4,NT583045,55.332772,-2.658868,SCBO,BP,A,A,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,1,Yes,At ringing,1,7,Plantation,NA,NA,7,1,336
2015,F,,Private,0,1,Yes,3,NT9201,55.303032,-2.1275559,NBLD,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Plantation,NA,NA,1,NA,227
2016,F,,Private,0,2,Yes,3,NT9201,55.303032,-2.1275559,NBLD,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Plantation,NA,NA,1,NA,227
2017,F,,Private,0,3,Yes,3,NT9201,55.303032,-2.1275559,NBLD,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Plantation,NA,NA,1,NA,227
2018,F,,Private,0,4,Yes,3,NT9201,55.303032,-2.1275559,NBLD,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Plantation,NA,NA,1,NA,227
2019,F,,Private,1,5,Yes,4,NT9201,55.303032,-2.1275559,NBLD,BP,U,U,Yes,NA,NA,No,0,NA,NA,NA,NA,NA,NA,NA,NA,3,Plantation,NA,Pair dispalying early season.,3,0,227
1995,A,,State,1,1,No,NA,NY700803,55.116178,-2.4718666,NBLD,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,No,0,Yes,NA,2,7,NA,NA,NA,7,1,269
1996,A,,State,2,2,No,NA,NY697804,55.117058,-2.4765804,NBLD,BP,U,U,Yes,NA,NA,Yes,3,Yes,3,No,No,0,Yes,NA,3,7,NA,NA,NA,7,1,283
1997,A,,State,3,3,No,NA,NY6980880169,55.114989,-2.4748626,NBLD,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,No,0,Yes,NA,2,7,NA,NA,NA,7,1,282
1998,A,,State,4,4,No,NA,NY6974980368,55.116773,-2.4758088,NBLD,BP,U,U,Yes,NA,NA,Yes,4,No,0,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,4,0,283
1999,A,,State,5,5,No,NA,NY6845481791,55.129479,-2.4962694,NBLD,BP,U,U,Yes,NA,NA,No,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,0,387
2000,A,,State,6,6,No,NA,NY6973480353,55.116638,-2.4760423,NBLD,BP,U,U,Yes,NA,NA,No,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,0,283
2003,A,,State,9,9,No,NA,NY703803,55.116196,-2.4671635,NBLD,SB,U,U,Yes,NA,NA,No,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,0,271
2004,A,,State,10,10,No,NA,NY703803,55.116196,-2.4671635,NBLD,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,No,0,Yes,NA,2,7,NA,NA,NA,7,1,271
2005,A,,State,11,11,No,NA,NY703803,55.116196,-2.4671635,NBLD,BP,U,U,Yes,NA,NA,Yes,3,Yes,3,No,No,0,Yes,NA,3,7,NA,NA,NA,7,1,271
2006,A,,State,12,12,No,NA,NY703803,55.116196,-2.4671635,NBLD,BP,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,0,271
2016,A,,State,15,15,Yes,1,NY73397196,55.041431,-2.4179387,NBLD,BP,U,U,Yes,NA,NA,Yes,NA,Yes,NA,No,No,0,Yes,Specific check for fledging,1,7,Plantation,NA,NA,7,1,267
2017,A,,State,16,16,Yes,1,NY73397196,55.041431,-2.4179387,NBLD,BP,U,U,Yes,NA,NA,Yes,NA,Yes,NA,No,No,0,Yes,Specific check for fledging,1,7,Plantation,NA,NA,7,1,267
2018,A,,State,17,17,Yes,1,NY73397196,55.041431,-2.4179387,NBLD,BP,U,U,Yes,NA,NA,Yes,NA,Yes,NA,No,No,0,Yes,Specific check for fledging,1,7,Plantation,NA,NA,7,1,267
2019,A,,State,18,18,Yes,1,NY73397196,55.041431,-2.4179387,NBLD,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Plantation,NA,Not occupied,1,NA,267
2005,A,,State,1,1,Yes,NA,NY753891,55.195546,-2.3895479,NBLD,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,No,0,Yes,NA,2,7,Plantation and rough grassland,NA,NA,7,1,314
2006,A,,State,2,2,Yes,NA,NY753891,55.195546,-2.3895479,NBLD,BP,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Plantation and rough grassland,NA,NA,2,0,314
2007,A,,State,3,3,Yes,NA,NY753891,55.195546,-2.3895479,NBLD,BP,U,U,Yes,NA,NA,No,0,NA,NA,NA,NA,NA,NA,NA,NA,3,Plantation and rough grassland,NA,NA,3,0,314
2008,A,,State,4,4,Yes,NA,NY752878,55.183859,-2.3910043,NBLD,SB,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Plantation and rough grassland,NA,NA,2,0,271
2009,A,,State,5,5,Yes,NA,NY752878,55.183859,-2.3910043,NBLD,BP,U,U,Yes,NA,NA,No,0,NA,NA,NA,NA,NA,NA,NA,NA,3,Plantation and rough grassland,NA,NA,3,0,271
2010,A,,State,6,6,Yes,NA,NY752882,55.187454,-2.3910395,NBLD,BP,U,U,Yes,NA,NA,Yes,1,Yes,1,No,No,0,Yes,NA,1,7,Plantation and rough grassland,NA,NA,7,1,285
2011,A,,State,7,7,Yes,NA,NY755881,55.18657,-2.3863192,NBLD,SB,U,U,Yes,NA,NA,No,0,NA,NA,NA,NA,NA,NA,NA,NA,3,Plantation and rough grassland,NA,NA,3,0,263
2012,A,,State,8,8,Yes,1,NY760881,55.186595,-2.3784668,NBLD,BP,U,U,Yes,Scots Pine,11,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Plantation and rough grassland,NA,Yes,3,0,274
2013,A,,State,9,9,Yes,3,NY760881,55.186595,-2.3784668,NBLD,BP,U,U,Yes,Sitka,12,Yes,NA,No,0,NA,NA,NA,NA,NA,NA,4,Plantation and rough grassland,NA,Yes,4,0,274
2014,A,,State,10,10,Yes,4,NY760881,55.186595,-2.3784668,NBLD,BP,1,A,Yes,Lodgepoll,12,No,0,NA,NA,NA,NA,NA,NA,NA,NA,3,Plantation and rough grassland,NA,Yes,3,0,274
2015,A,,State,11,11,Yes,2,NY760881,55.186595,-2.3784668,NBLD,BP,A,U,Yes,Sitka,11,Yes,NA,No,0,NA,NA,NA,NA,NA,NA,4,Plantation and rough grassland,NA,NA,4,0,274
2016,A,,State,14,14,Yes,1,NY64418353,55.14483,-2.5599063,NBLD,BP,A,U,Yes,Sitka,20,Yes,NA,Yes,NA,No,No,0,Yes,Specific check for fledging,1,7,Plantation,NA,NA,7,1,320
2017,A,,State,15,15,Yes,2,NY64418353,55.14483,-2.5599063,NBLD,BP,U,U,Yes,Sitka,20,Yes,NA,No,0,NA,NA,NA,NA,NA,NA,4,Plantation,NA,NA,4,0,320
2018,A,,State,16,16,Yes,2,NY64418353,55.14483,-2.5599063,NBLD,BP,A,U,Yes,Sitka,20,No,0,NA,NA,NA,NA,NA,NA,NA,NA,3,Plantation,NA,NA,3,0,320
2019,A,,State,17,17,Yes,2,NY64418353,55.14483,-2.5599063,NBLD,BP,U,U,Yes,Sitka,20,Yes,NA,No,0,NA,NA,NA,NA,NA,NA,4,Plantation,Unknown,NA,4,0,320
2016,A,,State,1,1,Yes,2,NY705718,55.039829,-2.4631444,NBLD,SB,NA,A,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Plantation and rough grassland,NA,NA,2,0,266
2018,A,,State,3,3,Yes,2,NY705718,55.039829,-2.4631444,NBLD,SB,NA,A,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Plantation and rough grassland,NA,NA,2,0,266
2019,A,,State,4,4,No,0,NY705718,55.039829,-2.4631444,NBLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Plantation and rough grassland,NA,Site has been felled,1,NA,266
2015,F,,Private,1,1,Yes,4,NT9111,55.392871,-2.1436324,NBLD,BP,U,U,Yes,Larch,NA,Yes,NA,Yes,NA,No,No,0,Yes,Specific check for fledging,2,7,Plantation,NA,NA,7,1,308
2016,F,,Private,2,2,Yes,3,NT9111,55.392871,-2.1436324,NBLD,BP,U,U,Yes,Larch,NA,Yes,NA,Yes,NA,No,No,0,Yes,Specific check for fledging,3,7,Plantation,NA,NA,7,1,308
2017,F,,Private,3,3,Yes,3,NT9111,55.392871,-2.1436324,NBLD,SB,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Plantation,NA,NA,2,0,308
2018,F,,Private,4,4,Yes,4,NT9111,55.392871,-2.1436324,NBLD,SB,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Plantation,NA,NA,2,0,308
2019,F,,Private,5,5,Yes,3,NT9111,55.392871,-2.1436324,NBLD,SB,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Plantation,NA,NA,2,0,308
2015,F,,Private,1,1,Yes,4,NT9212,55.401874,-2.1278746,NBLD,SB,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Plantation,NA,NA,2,0,315
2016,F,,Private,2,2,Yes,3,NT9212,55.401874,-2.1278746,NBLD,SB,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Plantation,NA,NA,2,0,315
2017,F,,Private,3,3,Yes,3,NT9212,55.401874,-2.1278746,NBLD,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Plantation,NA,NA,1,NA,315
2018,F,,Private,4,4,Yes,4,NT9212,55.401874,-2.1278746,NBLD,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Plantation,NA,NA,1,NA,315
2019,F,,Private,5,5,Yes,3,NT9212,55.401874,-2.1278746,NBLD,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Plantation,NA,NA,1,NA,315
2007,A,,State,9,9,No,NA,NY653948,55.246159,-2.5473315,NBLD,BP,U,U,Yes,NA,NA,Yes,NA,Yes,NA,Yes,NA,NA,NA,NA,NA,5,Plantation,NA,NA,5,0,342
2008,A,,State,10,10,No,NA,NY653948,55.246159,-2.5473315,NBLD,BP,U,U,Yes,NA,NA,Yes,2,Yes,NA,No,Yes,1,Yes,At ringing,1,7,Plantation,NA,NA,7,1,342
2009,A,,State,11,11,No,NA,NY653948,55.246159,-2.5473315,NBLD,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,No,0,Yes,NA,2,7,Plantation,NA,NA,7,1,342
2010,A,,State,12,12,No,NA,NY657950,55.247985,-2.5410647,NBLD,BP,U,U,Yes,NA,NA,Yes,1,Yes,1,No,No,0,Yes,NA,1,7,Plantation,NA,NA,7,1,347
2011,A,,State,13,13,No,NA,NY657950,55.247985,-2.5410647,NBLD,BP,U,U,Yes,NA,NA,No,0,NA,NA,NA,NA,NA,NA,NA,NA,3,Plantation,NA,NA,3,0,347
2013,A,,State,15,15,No,3,NY643941,55.239798,-2.5629705,NBLD,BP,U,U,Yes,Larch,18,Yes,NA,Yes,NA,No,Yes,2,Yes,At ringing,2,7,Plantation,NA,NA,7,1,271
2014,A,,State,16,16,No,3,NY643941,55.239798,-2.5629705,NBLD,BP,A,A,Yes,Larch,18,Yes,NA,Yes,NA,No,Yes,3,Yes,At ringing,3,7,Plantation,NA,NA,7,1,271
2015,A,,State,17,17,No,3,NY643941,55.239798,-2.5629705,NBLD,BP,U,U,Yes,Larch,18,Yes,NA,No,0,NA,NA,NA,NA,NA,NA,4,Plantation,NA,NA,4,0,271
2016,A,,State,18,18,No,3,NY643941,55.239798,-2.5629705,NBLD,BP,U,U,Yes,Larch,18,Yes,NA,Yes,NA,No,Yes,3,Yes,At ringing,3,7,Plantation,NA,NA,7,1,271
2017,A,,State,19,19,No,3,NY643941,55.239798,-2.5629705,NBLD,BP,U,U,Yes,Larch,18,Yes,NA,Yes,NA,No,Yes,3,Yes,At ringing,3,7,Plantation,NA,NA,7,1,271
2018,A,,State,20,20,No,3,NY643941,55.239798,-2.5629705,NBLD,BP,U,U,Yes,Larch,18,Yes,NA,No,0,NA,NA,NA,NA,NA,NA,4,Plantation,NA,First time this site has failed,4,0,271
2019,A,,State,21,21,No,3,NY643941,55.239798,-2.5629705,NBLD,BP,U,U,Yes,Larch,18,Yes,NA,No,0,NA,NA,NA,NA,NA,NA,4,Plantation,Unknown,NA,4,0,271
2009,G,,Private,1,1,Yes,3,NU052379,55.634636,-1.9189655,NBLD,BP,U,U,No,Douglas Fir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Plantation and moorland,NA,NA,2,0,147
2010,G,,Private,2,2,Yes,1,NU052379,55.634636,-1.9189655,NBLD,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Plantation and moorland,NA,NA,1,NA,147
2011,G,,Private,3,3,Yes,1,NU051380,55.635536,-1.9205521,NBLD,SB,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Plantation and moorland,NA,2 old nests found,2,0,161
2012,G,,Private,4,4,Yes,1,NU052379,55.634636,-1.9189655,NBLD,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Plantation and moorland,NA,NA,1,NA,147
2013,G,,Private,5,5,Yes,2,NU054382,55.63733,-1.9157829,NBLD,SB,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Plantation and moorland,NA,old nests only,2,0,146
2014,G,,Private,6,6,Yes,NA,NU054382,55.63733,-1.9157829,NBLD,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Plantation and moorland,NA,No signs,1,NA,146
2015,G,,Private,7,7,Yes,NA,NU054382,55.63733,-1.9157829,NBLD,BP,U,U,Yes,Douglas Fir,NA,Yes,NA,Yes,NA,No,No,0,Yes,NA,1,7,Plantation and moorland,NA,NA,7,1,146
2016,G,,Private,8,8,Yes,2,NU054382,55.63733,-1.9157829,NBLD,BP,U,U,Yes,Douglas Fir,20,Yes,NA,Yes,NA,No,No,0,Yes,Specific check for fledging,2,7,Plantation and moorland,NA,NA,7,1,146
2017,G,,Private,9,9,Yes,4,NU054382,55.63733,-1.9157829,NBLD,BP,U,U,Yes,Douglas Fir,20,Yes,NA,Yes,2,No,No,0,Yes,Specific check for fledging,1,7,Plantation and moorland,NA,NA,7,1,146
2018,G,,Private,10,10,Yes,3,NU054382,55.63733,-1.9157829,NBLD,BP,U,U,Yes,Douglas Fir,20,Yes,NA,Yes,NA,No,No,0,Yes,Specific check for fledging,1,7,Plantation and moorland,NA,NA,7,1,146
2019,G,,Private,11,11,Yes,4,NU054382,55.63733,-1.9157829,NBLD,SB,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Plantation and moorland,NA,Pair probably failed or moved territory,2,0,146
2008,D,,State,1,1,No,NA,NT141423,55.666581,-3.3671497,SCBO,BP,U,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Plantation,NA,NA,2,0,372
2009,D,,State,2,2,No,1,NT141423,55.666581,-3.3671497,SCBO,SB,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Plantation,NA,NA,2,0,372
2010,D,,State,3,2,No,0,NT141423,55.666581,-3.3671497,SCBO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,Plantation,NA,NA,8,NA,372
2011,D,,State,4,3,No,2,NT141423,55.666581,-3.3671497,SCBO,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Plantation,NA,NA,1,NA,372
2012,D,,State,5,4,No,3,NT141423,55.666581,-3.3671497,SCBO,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Plantation,NA,NA,1,NA,372
2013,D,,State,6,5,No,1,NT141423,55.666581,-3.3671497,SCBO,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Plantation,NA,NA,1,NA,372
2014,D,,State,7,6,No,2,NT141423,55.666581,-3.3671497,SCBO,SB,A,A,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Plantation,NA,NA,2,0,372
2015,D,,State,8,7,No,2,NT141423,55.666581,-3.3671497,SCBO,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Plantation,NA,NA,1,NA,372
2016,D,,State,9,7,No,0,NT141423,55.666581,-3.3671497,SCBO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,Plantation,NA,NA,8,NA,372
2017,D,,State,10,8,No,2,NT138427,55.670121,-3.3720431,SCBO,BP,A,A,Yes,NA,NA,Yes,NA,Yes,NA,Yes,NA,NA,NA,NA,NA,5,Plantation,NA,NA,5,0,401
2018,D,,State,11,9,No,3,NT138427,55.670121,-3.3720431,SCBO,BP,A,A,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,4,Yes,At ringing,4,7,Plantation,NA,NA,7,1,401
2019,D,,State,12,10,No,3,NT138427,55.670121,-3.3720431,SCBO,BP,A,A,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,3,Yes,At ringing,3,7,Plantation,NA,NA,7,1,401
2008,C,,Private,25,25,Yes,NA,NT708093,55.376805,-2.4623409,SCBO,BP,U,U,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,2,Yes,NA,2,7,Plantation,NA,NA,7,1,254
2009,C,,Private,26,26,Yes,NA,NT708093,55.376805,-2.4623409,SCBO,BP,U,U,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,2,Yes,NA,2,7,Plantation,NA,NA,7,1,254
2010,C,,Private,27,27,Yes,NA,NT708093,55.376805,-2.4623409,SCBO,BP,U,U,Yes,Sitka,NA,Yes,NA,Yes,NA,No,Yes,2,Yes,NA,2,7,Plantation,NA,NA,7,1,254
2011,C,,Private,28,28,Yes,NA,NT708093,55.376805,-2.4623409,SCBO,BP,U,U,Yes,Sitka,NA,Yes,NA,Yes,NA,No,Yes,2,Yes,NA,2,7,Plantation,NA,NA,7,1,254
2012,C,,Private,29,29,Yes,3,NT708093,55.376805,-2.4623409,SCBO,BP,U,U,Yes,Sitka,NA,Yes,NA,Yes,NA,No,Yes,3,Yes,NA,3,7,Plantation,NA,NA,7,1,254
2013,C,,Private,30,30,Yes,2,NT715090,55.374151,-2.4512642,SCBO,BP,U,U,Yes,Scots Pine,NA,Yes,NA,Yes,NA,No,Yes,1,Yes,NA,1,7,Plantation,NA,NA,7,1,291
2014,C,,Private,31,31,Yes,3,NT715090,55.374151,-2.4512642,SCBO,BP,U,U,Yes,Scots Pine,NA,Yes,NA,Yes,NA,No,Yes,1,Yes,NA,1,7,Plantation,NA,NA,7,1,291
2015,C,,Private,32,32,Yes,2,NT715090,55.374151,-2.4512642,SCBO,BP,U,U,Yes,Sitka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plantation,Not known,NA,NA,NA,291
2016,C,,Private,33,33,Yes,2,NT715090,55.374151,-2.4512642,SCBO,BP,U,U,Yes,Sitka,NA,Yes,NA,Yes,NA,No,Yes,1,Yes,NA,1,7,Plantation,NA,NA,7,1,291
2017,C,,Private,34,34,Yes,2,NT715090,55.374151,-2.4512642,SCBO,No,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Plantation,NA,NA,1,NA,291
2018,C,,Private,35,35,Yes,1,NT715090,55.374151,-2.4512642,SCBO,SB,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Plantation,NA,NA,2,0,291
2019,C,,Private,36,36,Yes,NA,NT715090,55.374151,-2.4512642,SCBO,BP,U,U,Yes,Sitka,NA,Yes,NA,Yes,NA,No,Yes,1,Yes,NA,1,7,Plantation,NA,NA,7,1,291
1981,A,,State,1,1,No,NA,NY471765,55.080115,-2.8301429,CMBR,BP,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Plantation and rough grassland,NA,NA,2,0,186
1982,A,,State,2,2,No,NA,NY471765,55.080115,-2.8301429,CMBR,BP,U,U,Yes,NA,NA,Yes,3,Yes,3,No,No,0,Yes,NA,3,7,Plantation and rough grassland,NA,NA,7,1,186
